suite,case,ORDER,DISK_SIZE,AMORTIZED,N,SEED,LOOKAHEAD_SIZE,PROG_SIZE,READ_SIZE,BLOCK_SIZE,bench_readed,bench_proged,bench_erased
bench_btree,bench_btree_lookup,0,1073741824,0,272,1,32768,1,1,4096,8050,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,283,1,32768,1,1,4096,9927,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,302,1,32768,1,1,4096,8900,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,286,1,32768,1,1,4096,10420,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,279,1,32768,1,1,4096,9258,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,287,1,32768,1,1,4096,10950,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,289,1,32768,1,1,4096,11419,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,293,1,32768,1,1,4096,12049,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,280,1,32768,1,1,4096,9419,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,285,1,32768,1,1,4096,10287,0,0
bench_btree,bench_btree_lookup,0,1073741824,0,294,1,32768,1,1,4096,12316,0,0
