suite,case,BLOCK_SIZE,DISK_SIZE,N,PROG_SIZE,READ_SIZE,LOOKAHEAD_SIZE,bench_readed,bench_proged,bench_erased
bench_btree,bench_btree_lookup,512,10485760,1,1,1,2560,0,0,0
bench_btree,bench_btree_lookup,16384,10485760,1,1,1,80,0,0,0
bench_btree,bench_btree_lookup,4096,10485760,1,1,1,320,0,0,0
bench_btree,bench_btree_lookup,4096,10485760,2,1,1,320,178,0,0
bench_btree,bench_btree_lookup,512,10485760,3,1,1,2560,346,0,0
bench_btree,bench_btree_lookup,512,10485760,2,1,1,2560,178,0,0
bench_btree,bench_btree_lookup,4096,10485760,3,1,1,320,346,0,0
bench_btree,bench_btree_lookup,16384,10485760,2,1,1,80,178,0,0
bench_btree,bench_btree_lookup,4096,10485760,5,1,1,320,738,0,0
bench_btree,bench_btree_lookup,512,10485760,4,1,1,2560,557,0,0
bench_btree,bench_btree_lookup,4096,10485760,6,1,1,320,1010,0,0
bench_btree,bench_btree_lookup,512,10485760,5,1,1,2560,738,0,0
bench_btree,bench_btree_lookup,4096,10485760,4,1,1,320,557,0,0
bench_btree,bench_btree_lookup,4096,10485760,7,1,1,320,1274,0,0
bench_btree,bench_btree_lookup,16384,10485760,3,1,1,80,346,0,0
bench_btree,bench_btree_lookup,16384,10485760,6,1,1,80,1010,0,0
bench_btree,bench_btree_lookup,512,10485760,6,1,1,2560,1010,0,0
bench_btree,bench_btree_lookup,512,10485760,8,1,1,2560,791,0,0
bench_btree,bench_btree_lookup,4096,10485760,10,1,1,320,2082,0,0
bench_btree,bench_btree_lookup,16384,10485760,5,1,1,80,738,0,0
bench_btree,bench_btree_lookup,512,10485760,7,1,1,2560,510,0,0
bench_btree,bench_btree_lookup,4096,10485760,9,1,1,320,1794,0,0
bench_btree,bench_btree_lookup,512,10485760,9,1,1,2560,1186,0,0
bench_btree,bench_btree_lookup,16384,10485760,4,1,1,80,557,0,0
bench_btree,bench_btree_lookup,16384,10485760,7,1,1,80,1274,0,0
bench_btree,bench_btree_lookup,4096,10485760,8,1,1,320,1514,0,0
bench_btree,bench_btree_lookup,16384,10485760,10,1,1,80,2082,0,0
bench_btree,bench_btree_lookup,4096,10485760,11,1,1,320,2323,0,0
bench_btree,bench_btree_lookup,512,10485760,12,1,1,2560,1400,0,0
bench_btree,bench_btree_lookup,512,10485760,10,1,1,2560,1032,0,0
bench_btree,bench_btree_lookup,16384,10485760,9,1,1,80,1794,0,0
bench_btree,bench_btree_lookup,4096,10485760,14,1,1,320,3145,0,0
bench_btree,bench_btree_lookup,512,10485760,11,1,1,2560,1266,0,0
bench_btree,bench_btree_lookup,512,10485760,13,1,1,2560,1760,0,0
bench_btree,bench_btree_lookup,4096,10485760,13,1,1,320,2814,0,0
bench_btree,bench_btree_lookup,16384,10485760,8,1,1,80,1514,0,0
bench_btree,bench_btree_lookup,4096,10485760,12,1,1,320,2611,0,0
bench_btree,bench_btree_lookup,16384,10485760,11,1,1,80,2323,0,0
bench_btree,bench_btree_lookup,16384,10485760,14,1,1,80,3145,0,0
bench_btree,bench_btree_lookup,4096,10485760,15,1,1,320,3434,0,0
bench_btree,bench_btree_lookup,4096,10485760,18,1,1,320,4453,0,0
bench_btree,bench_btree_lookup,512,10485760,14,1,1,2560,845,0,0
bench_btree,bench_btree_lookup,512,10485760,16,1,1,2560,1484,0,0
bench_btree,bench_btree_lookup,16384,10485760,13,1,1,80,2814,0,0
bench_btree,bench_btree_lookup,512,10485760,15,1,1,2560,1066,0,0
bench_btree,bench_btree_lookup,512,10485760,17,1,1,2560,1622,0,0
bench_btree,bench_btree_lookup,4096,10485760,17,1,1,320,4119,0,0
bench_btree,bench_btree_lookup,4096,10485760,16,1,1,320,3785,0,0
bench_btree,bench_btree_lookup,16384,10485760,12,1,1,80,2611,0,0
bench_btree,bench_btree_lookup,16384,10485760,15,1,1,80,3434,0,0
bench_btree,bench_btree_lookup,4096,10485760,19,1,1,320,4755,0,0
bench_btree,bench_btree_lookup,16384,10485760,18,1,1,80,4453,0,0
bench_btree,bench_btree_lookup,4096,10485760,22,1,1,320,5584,0,0
bench_btree,bench_btree_lookup,16384,10485760,17,1,1,80,4119,0,0
bench_btree,bench_btree_lookup,512,10485760,20,1,1,2560,1758,0,0
bench_btree,bench_btree_lookup,512,10485760,21,1,1,2560,1586,0,0
bench_btree,bench_btree_lookup,4096,10485760,21,1,1,320,5307,0,0
bench_btree,bench_btree_lookup,16384,10485760,16,1,1,80,3785,0,0
bench_btree,bench_btree_lookup,512,10485760,19,1,1,2560,1484,0,0
bench_btree,bench_btree_lookup,4096,10485760,20,1,1,320,4960,0,0
bench_btree,bench_btree_lookup,512,10485760,18,1,1,2560,1840,0,0
bench_btree,bench_btree_lookup,16384,10485760,19,1,1,80,4755,0,0
bench_btree,bench_btree_lookup,4096,10485760,23,1,1,320,5893,0,0
bench_btree,bench_btree_lookup,16384,10485760,22,1,1,80,5584,0,0
bench_btree,bench_btree_lookup,4096,10485760,26,1,1,320,6971,0,0
bench_btree,bench_btree_lookup,16384,10485760,21,1,1,80,5307,0,0
bench_btree,bench_btree_lookup,512,10485760,25,1,1,2560,1641,0,0
bench_btree,bench_btree_lookup,512,10485760,24,1,1,2560,995,0,0
bench_btree,bench_btree_lookup,512,10485760,23,1,1,2560,1514,0,0
bench_btree,bench_btree_lookup,4096,10485760,25,1,1,320,6673,0,0
bench_btree,bench_btree_lookup,16384,10485760,20,1,1,80,4960,0,0
bench_btree,bench_btree_lookup,4096,10485760,24,1,1,320,6234,0,0
bench_btree,bench_btree_lookup,512,10485760,22,1,1,2560,871,0,0
bench_btree,bench_btree_lookup,4096,10485760,27,1,1,320,7354,0,0
bench_btree,bench_btree_lookup,16384,10485760,23,1,1,80,5893,0,0
bench_btree,bench_btree_lookup,16384,10485760,26,1,1,80,6971,0,0
bench_btree,bench_btree_lookup,16384,10485760,25,1,1,80,6673,0,0
bench_btree,bench_btree_lookup,4096,10485760,30,1,1,320,8325,0,0
bench_btree,bench_btree_lookup,512,10485760,29,1,1,2560,2050,0,0
bench_btree,bench_btree_lookup,512,10485760,27,1,1,2560,2198,0,0
bench_btree,bench_btree_lookup,512,10485760,28,1,1,2560,1207,0,0
bench_btree,bench_btree_lookup,16384,10485760,24,1,1,80,6234,0,0
bench_btree,bench_btree_lookup,4096,10485760,29,1,1,320,8028,0,0
bench_btree,bench_btree_lookup,512,10485760,26,1,1,2560,2075,0,0
bench_btree,bench_btree_lookup,4096,10485760,28,1,1,320,7658,0,0
bench_btree,bench_btree_lookup,4096,10485760,31,1,1,320,8654,0,0
bench_btree,bench_btree_lookup,16384,10485760,27,1,1,80,7354,0,0
bench_btree,bench_btree_lookup,16384,10485760,30,1,1,80,8325,0,0
bench_btree,bench_btree_lookup,16384,10485760,29,1,1,80,8028,0,0
bench_btree,bench_btree_lookup,4096,10485760,34,1,1,320,3573,0,0
bench_btree,bench_btree_lookup,512,10485760,33,1,1,2560,1210,0,0
bench_btree,bench_btree_lookup,16384,10485760,28,1,1,80,7658,0,0
bench_btree,bench_btree_lookup,512,10485760,31,1,1,2560,1670,0,0
bench_btree,bench_btree_lookup,512,10485760,32,1,1,2560,1780,0,0
bench_btree,bench_btree_lookup,512,10485760,30,1,1,2560,1546,0,0
bench_btree,bench_btree_lookup,4096,10485760,33,1,1,320,3407,0,0
bench_btree,bench_btree_lookup,4096,10485760,32,1,1,320,3286,0,0
bench_btree,bench_btree_lookup,4096,10485760,35,1,1,320,4513,0,0
bench_btree,bench_btree_lookup,16384,10485760,31,1,1,80,8664,0,0
bench_btree,bench_btree_lookup,16384,10485760,33,1,1,80,9416,0,0
bench_btree,bench_btree_lookup,16384,10485760,34,1,1,80,9818,0,0
bench_btree,bench_btree_lookup,4096,10485760,38,1,1,320,3867,0,0
bench_btree,bench_btree_lookup,512,10485760,37,1,1,2560,1393,0,0
bench_btree,bench_btree_lookup,16384,10485760,32,1,1,80,9049,0,0
bench_btree,bench_btree_lookup,512,10485760,36,1,1,2560,3555,0,0
bench_btree,bench_btree_lookup,512,10485760,35,1,1,2560,3900,0,0
bench_btree,bench_btree_lookup,4096,10485760,37,1,1,320,5143,0,0
bench_btree,bench_btree_lookup,4096,10485760,36,1,1,320,4741,0,0
bench_btree,bench_btree_lookup,4096,10485760,39,1,1,320,5958,0,0
bench_btree,bench_btree_lookup,16384,10485760,38,1,1,80,11153,0,0
bench_btree,bench_btree_lookup,16384,10485760,37,1,1,80,10786,0,0
bench_btree,bench_btree_lookup,512,10485760,34,1,1,2560,2272,0,0
bench_btree,bench_btree_lookup,16384,10485760,35,1,1,80,10009,0,0
bench_btree,bench_btree_lookup,512,10485760,39,1,1,2560,2288,0,0
bench_btree,bench_btree_lookup,4096,10485760,42,1,1,320,7385,0,0
bench_btree,bench_btree_lookup,512,10485760,41,1,1,2560,3084,0,0
bench_btree,bench_btree_lookup,4096,10485760,41,1,1,320,6976,0,0
bench_btree,bench_btree_lookup,4096,10485760,40,1,1,320,6427,0,0
bench_btree,bench_btree_lookup,512,10485760,40,1,1,2560,2677,0,0
bench_btree,bench_btree_lookup,16384,10485760,42,1,1,80,12674,0,0
bench_btree,bench_btree_lookup,4096,10485760,43,1,1,320,7906,0,0
bench_btree,bench_btree_lookup,16384,10485760,36,1,1,80,10383,0,0
bench_btree,bench_btree_lookup,512,10485760,43,1,1,2560,2389,0,0
bench_btree,bench_btree_lookup,512,10485760,38,1,1,2560,1493,0,0
bench_btree,bench_btree_lookup,4096,10485760,45,1,1,320,8861,0,0
bench_btree,bench_btree_lookup,16384,10485760,41,1,1,80,12355,0,0
bench_btree,bench_btree_lookup,16384,10485760,39,1,1,80,11537,0,0
bench_btree,bench_btree_lookup,4096,10485760,46,1,1,320,4824,0,0
bench_btree,bench_btree_lookup,512,10485760,45,1,1,2560,2408,0,0
bench_btree,bench_btree_lookup,4096,10485760,44,1,1,320,4555,0,0
bench_btree,bench_btree_lookup,512,10485760,44,1,1,2560,956,0,0
bench_btree,bench_btree_lookup,4096,10485760,47,1,1,320,9575,0,0
bench_btree,bench_btree_lookup,16384,10485760,40,1,1,80,11914,0,0
bench_btree,bench_btree_lookup,512,10485760,42,1,1,2560,2887,0,0
bench_btree,bench_btree_lookup,16384,10485760,46,1,1,80,14261,0,0
bench_btree,bench_btree_lookup,512,10485760,47,1,1,2560,2784,0,0
bench_btree,bench_btree_lookup,4096,10485760,49,1,1,320,5505,0,0
bench_btree,bench_btree_lookup,4096,10485760,53,1,1,320,5968,0,0
bench_btree,bench_btree_lookup,16384,10485760,45,1,1,80,13867,0,0
bench_btree,bench_btree_lookup,4096,10485760,50,1,1,320,5610,0,0
bench_btree,bench_btree_lookup,4096,10485760,48,1,1,320,10013,0,0
bench_btree,bench_btree_lookup,512,10485760,49,1,1,2560,2464,0,0
bench_btree,bench_btree_lookup,4096,10485760,51,1,1,320,5809,0,0
bench_btree,bench_btree_lookup,512,10485760,48,1,1,2560,2109,0,0
bench_btree,bench_btree_lookup,512,10485760,53,1,1,2560,1298,0,0
bench_btree,bench_btree_lookup,16384,10485760,44,1,1,80,13426,0,0
bench_btree,bench_btree_lookup,512,10485760,51,1,1,2560,2553,0,0
bench_btree,bench_btree_lookup,16384,10485760,50,1,1,80,15781,0,0
bench_btree,bench_btree_lookup,4096,10485760,57,1,1,320,6114,0,0
bench_btree,bench_btree_lookup,16384,10485760,49,1,1,80,15441,0,0
bench_btree,bench_btree_lookup,4096,10485760,54,1,1,320,7161,0,0
bench_btree,bench_btree_lookup,4096,10485760,52,1,1,320,6481,0,0
bench_btree,bench_btree_lookup,512,10485760,46,1,1,2560,1517,0,0
bench_btree,bench_btree_lookup,4096,10485760,55,1,1,320,6101,0,0
bench_btree,bench_btree_lookup,512,10485760,52,1,1,2560,3377,0,0
bench_btree,bench_btree_lookup,512,10485760,57,1,1,2560,1596,0,0
bench_btree,bench_btree_lookup,16384,10485760,48,1,1,80,15050,0,0
bench_btree,bench_btree_lookup,16384,10485760,54,1,1,80,17177,0,0
bench_btree,bench_btree_lookup,512,10485760,55,1,1,2560,1740,0,0
bench_btree,bench_btree_lookup,4096,10485760,56,1,1,320,6219,0,0
bench_btree,bench_btree_lookup,4096,10485760,61,1,1,320,10361,0,0
bench_btree,bench_btree_lookup,16384,10485760,53,1,1,80,16910,0,0
bench_btree,bench_btree_lookup,512,10485760,50,1,1,2560,2919,0,0
bench_btree,bench_btree_lookup,4096,10485760,59,1,1,320,9330,0,0
bench_btree,bench_btree_lookup,4096,10485760,60,1,1,320,6508,0,0
bench_btree,bench_btree_lookup,512,10485760,54,1,1,2560,2876,0,0
bench_btree,bench_btree_lookup,16384,10485760,58,1,1,80,18771,0,0
bench_btree,bench_btree_lookup,16384,10485760,43,1,1,80,13097,0,0
bench_btree,bench_btree_lookup,512,10485760,61,1,1,2560,1574,0,0
bench_btree,bench_btree_lookup,512,10485760,59,1,1,2560,3235,0,0
bench_btree,bench_btree_lookup,4096,10485760,65,1,1,320,12163,0,0
bench_btree,bench_btree_lookup,4096,10485760,63,1,1,320,11212,0,0
bench_btree,bench_btree_lookup,4096,10485760,64,1,1,320,11732,0,0
bench_btree,bench_btree_lookup,16384,10485760,52,1,1,80,16477,0,0
bench_btree,bench_btree_lookup,512,10485760,58,1,1,2560,2300,0,0
bench_btree,bench_btree_lookup,512,10485760,56,1,1,2560,2100,0,0
bench_btree,bench_btree_lookup,4096,10485760,58,1,1,320,6473,0,0
bench_btree,bench_btree_lookup,16384,10485760,62,1,1,80,20364,0,0
bench_btree,bench_btree_lookup,512,10485760,65,1,1,2560,4238,0,0
bench_btree,bench_btree_lookup,16384,10485760,57,1,1,80,18384,0,0
bench_btree,bench_btree_lookup,512,10485760,63,1,1,2560,3479,0,0
bench_btree,bench_btree_lookup,16384,10485760,47,1,1,80,14642,0,0
bench_btree,bench_btree_lookup,4096,10485760,67,1,1,320,7466,0,0
bench_btree,bench_btree_lookup,4096,10485760,69,1,1,320,7934,0,0
bench_btree,bench_btree_lookup,16384,10485760,56,1,1,80,17930,0,0
bench_btree,bench_btree_lookup,512,10485760,62,1,1,2560,1674,0,0
bench_btree,bench_btree_lookup,512,10485760,60,1,1,2560,1309,0,0
bench_btree,bench_btree_lookup,16384,10485760,66,1,1,80,21971,0,0
bench_btree,bench_btree_lookup,512,10485760,69,1,1,2560,2188,0,0
bench_btree,bench_btree_lookup,4096,10485760,68,1,1,320,7882,0,0
bench_btree,bench_btree_lookup,4096,10485760,62,1,1,320,6757,0,0
bench_btree,bench_btree_lookup,4096,10485760,73,1,1,320,10206,0,0
bench_btree,bench_btree_lookup,512,10485760,67,1,1,2560,2107,0,0
bench_btree,bench_btree_lookup,4096,10485760,71,1,1,320,8226,0,0
bench_btree,bench_btree_lookup,16384,10485760,60,1,1,80,19546,0,0
bench_btree,bench_btree_lookup,16384,10485760,61,1,1,80,19991,0,0
bench_btree,bench_btree_lookup,16384,10485760,51,1,1,80,16207,0,0
bench_btree,bench_btree_lookup,512,10485760,66,1,1,2560,1691,0,0
bench_btree,bench_btree_lookup,512,10485760,64,1,1,2560,3024,0,0
bench_btree,bench_btree_lookup,16384,10485760,70,1,1,80,23517,0,0
bench_btree,bench_btree_lookup,512,10485760,73,1,1,2560,4089,0,0
bench_btree,bench_btree_lookup,512,10485760,71,1,1,2560,2500,0,0
bench_btree,bench_btree_lookup,4096,10485760,75,1,1,320,11393,0,0
bench_btree,bench_btree_lookup,4096,10485760,66,1,1,320,7298,0,0
bench_btree,bench_btree_lookup,4096,10485760,77,1,1,320,8942,0,0
bench_btree,bench_btree_lookup,4096,10485760,72,1,1,320,8401,0,0
bench_btree,bench_btree_lookup,512,10485760,70,1,1,2560,1560,0,0
bench_btree,bench_btree_lookup,16384,10485760,64,1,1,80,21218,0,0
bench_btree,bench_btree_lookup,16384,10485760,65,1,1,80,21659,0,0
bench_btree,bench_btree_lookup,512,10485760,68,1,1,2560,4125,0,0
bench_btree,bench_btree_lookup,512,10485760,75,1,1,2560,3608,0,0
bench_btree,bench_btree_lookup,16384,10485760,55,1,1,80,17594,0,0
bench_btree,bench_btree_lookup,4096,10485760,70,1,1,320,8121,0,0
bench_btree,bench_btree_lookup,4096,10485760,79,1,1,320,13364,0,0
bench_btree,bench_btree_lookup,16384,10485760,74,1,1,80,25146,0,0
bench_btree,bench_btree_lookup,4096,10485760,81,1,1,320,9786,0,0
bench_btree,bench_btree_lookup,512,10485760,77,1,1,2560,2337,0,0
bench_btree,bench_btree_lookup,16384,10485760,68,1,1,80,22787,0,0
bench_btree,bench_btree_lookup,4096,10485760,76,1,1,320,9039,0,0
bench_btree,bench_btree_lookup,16384,10485760,69,1,1,80,23147,0,0
bench_btree,bench_btree_lookup,512,10485760,79,1,1,2560,2995,0,0
bench_btree,bench_btree_lookup,512,10485760,74,1,1,2560,3926,0,0
bench_btree,bench_btree_lookup,512,10485760,72,1,1,2560,1502,0,0
bench_btree,bench_btree_lookup,4096,10485760,74,1,1,320,10809,0,0
bench_btree,bench_btree_lookup,16384,10485760,59,1,1,80,19081,0,0
bench_btree,bench_btree_lookup,4096,10485760,83,1,1,320,10401,0,0
bench_btree,bench_btree_lookup,4096,10485760,85,1,1,320,10777,0,0
bench_btree,bench_btree_lookup,16384,10485760,78,1,1,80,26751,0,0
bench_btree,bench_btree_lookup,512,10485760,78,1,1,2560,2053,0,0
bench_btree,bench_btree_lookup,16384,10485760,73,1,1,80,24769,0,0
bench_btree,bench_btree_lookup,512,10485760,81,1,1,2560,2769,0,0
bench_btree,bench_btree_lookup,16384,10485760,72,1,1,80,24382,0,0
bench_btree,bench_btree_lookup,4096,10485760,80,1,1,320,13784,0,0
bench_btree,bench_btree_lookup,512,10485760,83,1,1,2560,2571,0,0
bench_btree,bench_btree_lookup,4096,10485760,87,1,1,320,10969,0,0
bench_btree,bench_btree_lookup,512,10485760,76,1,1,2560,3515,0,0
bench_btree,bench_btree_lookup,16384,10485760,82,1,1,80,28378,0,0
bench_btree,bench_btree_lookup,4096,10485760,78,1,1,320,9345,0,0
bench_btree,bench_btree_lookup,4096,10485760,89,1,1,320,11053,0,0
bench_btree,bench_btree_lookup,16384,10485760,63,1,1,80,20818,0,0
bench_btree,bench_btree_lookup,512,10485760,82,1,1,2560,3141,0,0
bench_btree,bench_btree_lookup,16384,10485760,77,1,1,80,26369,0,0
bench_btree,bench_btree_lookup,512,10485760,85,1,1,2560,1954,0,0
bench_btree,bench_btree_lookup,4096,10485760,84,1,1,320,10576,0,0
bench_btree,bench_btree_lookup,16384,10485760,76,1,1,80,25980,0,0
bench_btree,bench_btree_lookup,512,10485760,80,1,1,2560,2784,0,0
bench_btree,bench_btree_lookup,512,10485760,87,1,1,2560,1323,0,0
bench_btree,bench_btree_lookup,16384,10485760,86,1,1,80,30127,0,0
bench_btree,bench_btree_lookup,4096,10485760,91,1,1,320,6245,0,0
bench_btree,bench_btree_lookup,16384,10485760,67,1,1,80,22362,0,0
bench_btree,bench_btree_lookup,4096,10485760,93,1,1,320,4514,0,0
bench_btree,bench_btree_lookup,4096,10485760,82,1,1,320,14952,0,0
bench_btree,bench_btree_lookup,512,10485760,86,1,1,2560,3561,0,0
bench_btree,bench_btree_lookup,16384,10485760,81,1,1,80,28044,0,0
bench_btree,bench_btree_lookup,512,10485760,89,1,1,2560,1717,0,0
bench_btree,bench_btree_lookup,16384,10485760,80,1,1,80,27607,0,0
bench_btree,bench_btree_lookup,4096,10485760,88,1,1,320,10842,0,0
bench_btree,bench_btree_lookup,512,10485760,84,1,1,2560,3230,0,0
bench_btree,bench_btree_lookup,512,10485760,91,1,1,2560,3535,0,0
bench_btree,bench_btree_lookup,16384,10485760,90,1,1,80,31747,0,0
bench_btree,bench_btree_lookup,4096,10485760,95,1,1,320,8307,0,0
bench_btree,bench_btree_lookup,4096,10485760,97,1,1,320,5178,0,0
bench_btree,bench_btree_lookup,16384,10485760,71,1,1,80,24016,0,0
bench_btree,bench_btree_lookup,512,10485760,93,1,1,2560,2273,0,0
bench_btree,bench_btree_lookup,16384,10485760,84,1,1,80,29261,0,0
bench_btree,bench_btree_lookup,16384,10485760,85,1,1,80,29721,0,0
bench_btree,bench_btree_lookup,4096,10485760,86,1,1,320,11356,0,0
bench_btree,bench_btree_lookup,512,10485760,90,1,1,2560,1912,0,0
bench_btree,bench_btree_lookup,512,10485760,88,1,1,2560,1278,0,0
bench_btree,bench_btree_lookup,512,10485760,95,1,1,2560,4232,0,0
bench_btree,bench_btree_lookup,4096,10485760,92,1,1,320,4377,0,0
bench_btree,bench_btree_lookup,16384,10485760,75,1,1,80,25559,0,0
bench_btree,bench_btree_lookup,16384,10485760,94,1,1,80,33569,0,0
bench_btree,bench_btree_lookup,4096,10485760,99,1,1,320,5374,0,0
bench_btree,bench_btree_lookup,16384,10485760,88,1,1,80,30887,0,0
bench_btree,bench_btree_lookup,16384,10485760,89,1,1,80,31396,0,0
bench_btree,bench_btree_lookup,4096,10485760,90,1,1,320,4026,0,0
bench_btree,bench_btree_lookup,512,10485760,92,1,1,2560,2911,0,0
bench_btree,bench_btree_lookup,4096,10485760,101,1,1,320,5706,0,0
bench_btree,bench_btree_lookup,512,10485760,97,1,1,2560,1582,0,0
bench_btree,bench_btree_lookup,512,10485760,94,1,1,2560,2618,0,0
bench_btree,bench_btree_lookup,512,10485760,99,1,1,2560,1925,0,0
bench_btree,bench_btree_lookup,4096,10485760,96,1,1,320,8891,0,0
bench_btree,bench_btree_lookup,16384,10485760,79,1,1,80,27194,0,0
bench_btree,bench_btree_lookup,16384,10485760,98,1,1,80,14285,0,0
bench_btree,bench_btree_lookup,4096,10485760,103,1,1,320,6763,0,0
bench_btree,bench_btree_lookup,16384,10485760,92,1,1,80,32653,0,0
bench_btree,bench_btree_lookup,16384,10485760,93,1,1,80,33133,0,0
bench_btree,bench_btree_lookup,4096,10485760,94,1,1,320,4699,0,0
bench_btree,bench_btree_lookup,512,10485760,96,1,1,2560,2499,0,0
bench_btree,bench_btree_lookup,512,10485760,101,1,1,2560,1598,0,0
bench_btree,bench_btree_lookup,4096,10485760,105,1,1,320,7548,0,0
bench_btree,bench_btree_lookup,512,10485760,98,1,1,2560,2452,0,0
bench_btree,bench_btree_lookup,512,10485760,103,1,1,2560,4614,0,0
bench_btree,bench_btree_lookup,4096,10485760,98,1,1,320,9813,0,0
bench_btree,bench_btree_lookup,4096,10485760,100,1,1,320,5851,0,0
bench_btree,bench_btree_lookup,16384,10485760,83,1,1,80,28789,0,0
bench_btree,bench_btree_lookup,4096,10485760,107,1,1,320,6914,0,0
bench_btree,bench_btree_lookup,16384,10485760,96,1,1,80,13191,0,0
bench_btree,bench_btree_lookup,16384,10485760,97,1,1,80,13383,0,0
bench_btree,bench_btree_lookup,16384,10485760,102,1,1,80,16091,0,0
bench_btree,bench_btree_lookup,512,10485760,102,1,1,2560,3702,0,0
bench_btree,bench_btree_lookup,512,10485760,107,1,1,2560,2664,0,0
bench_btree,bench_btree_lookup,4096,10485760,109,1,1,320,7158,0,0
bench_btree,bench_btree_lookup,4096,10485760,102,1,1,320,6120,0,0
bench_btree,bench_btree_lookup,512,10485760,105,1,1,2560,3676,0,0
bench_btree,bench_btree_lookup,4096,10485760,104,1,1,320,7157,0,0
bench_btree,bench_btree_lookup,16384,10485760,87,1,1,80,30526,0,0
bench_btree,bench_btree_lookup,4096,10485760,111,1,1,320,7506,0,0
bench_btree,bench_btree_lookup,16384,10485760,101,1,1,80,13633,0,0
bench_btree,bench_btree_lookup,16384,10485760,100,1,1,80,13578,0,0
bench_btree,bench_btree_lookup,512,10485760,106,1,1,2560,3181,0,0
bench_btree,bench_btree_lookup,16384,10485760,106,1,1,80,18160,0,0
bench_btree,bench_btree_lookup,512,10485760,111,1,1,2560,2421,0,0
bench_btree,bench_btree_lookup,512,10485760,100,1,1,2560,2266,0,0
bench_btree,bench_btree_lookup,16384,10485760,105,1,1,80,17624,0,0
bench_btree,bench_btree_lookup,512,10485760,109,1,1,2560,2164,0,0
bench_btree,bench_btree_lookup,16384,10485760,91,1,1,80,32113,0,0
bench_btree,bench_btree_lookup,4096,10485760,115,1,1,320,12640,0,0
bench_btree,bench_btree_lookup,4096,10485760,106,1,1,320,6681,0,0
bench_btree,bench_btree_lookup,4096,10485760,108,1,1,320,9023,0,0
bench_btree,bench_btree_lookup,4096,10485760,113,1,1,320,7822,0,0
bench_btree,bench_btree_lookup,16384,10485760,104,1,1,80,17061,0,0
bench_btree,bench_btree_lookup,512,10485760,110,1,1,2560,2293,0,0
bench_btree,bench_btree_lookup,16384,10485760,110,1,1,80,14728,0,0
bench_btree,bench_btree_lookup,512,10485760,115,1,1,2560,3537,0,0
bench_btree,bench_btree_lookup,512,10485760,113,1,1,2560,2511,0,0
bench_btree,bench_btree_lookup,512,10485760,104,1,1,2560,2454,0,0
bench_btree,bench_btree_lookup,16384,10485760,95,1,1,80,34032,0,0
bench_btree,bench_btree_lookup,4096,10485760,119,1,1,320,9046,0,0
bench_btree,bench_btree_lookup,16384,10485760,109,1,1,80,14653,0,0
bench_btree,bench_btree_lookup,4096,10485760,110,1,1,320,7345,0,0
bench_btree,bench_btree_lookup,4096,10485760,112,1,1,320,11063,0,0
bench_btree,bench_btree_lookup,16384,10485760,108,1,1,80,19220,0,0
bench_btree,bench_btree_lookup,4096,10485760,117,1,1,320,8525,0,0
bench_btree,bench_btree_lookup,16384,10485760,114,1,1,80,15042,0,0
bench_btree,bench_btree_lookup,512,10485760,119,1,1,2560,3865,0,0
bench_btree,bench_btree_lookup,512,10485760,117,1,1,2560,5381,0,0
bench_btree,bench_btree_lookup,512,10485760,114,1,1,2560,1910,0,0
bench_btree,bench_btree_lookup,16384,10485760,99,1,1,80,13576,0,0
bench_btree,bench_btree_lookup,4096,10485760,123,1,1,320,9679,0,0
bench_btree,bench_btree_lookup,4096,10485760,114,1,1,320,7697,0,0
bench_btree,bench_btree_lookup,16384,10485760,112,1,1,80,21123,0,0
bench_btree,bench_btree_lookup,16384,10485760,113,1,1,80,21698,0,0
bench_btree,bench_btree_lookup,4096,10485760,116,1,1,320,8247,0,0
bench_btree,bench_btree_lookup,512,10485760,108,1,1,2560,5180,0,0
bench_btree,bench_btree_lookup,4096,10485760,121,1,1,320,9394,0,0
bench_btree,bench_btree_lookup,16384,10485760,118,1,1,80,23908,0,0
bench_btree,bench_btree_lookup,512,10485760,123,1,1,2560,3175,0,0
bench_btree,bench_btree_lookup,16384,10485760,103,1,1,80,16589,0,0
bench_btree,bench_btree_lookup,4096,10485760,118,1,1,320,8937,0,0
bench_btree,bench_btree_lookup,4096,10485760,127,1,1,320,13088,0,0
bench_btree,bench_btree_lookup,512,10485760,121,1,1,2560,2572,0,0
bench_btree,bench_btree_lookup,16384,10485760,117,1,1,80,23314,0,0
bench_btree,bench_btree_lookup,16384,10485760,116,1,1,80,23043,0,0
bench_btree,bench_btree_lookup,512,10485760,112,1,1,2560,3337,0,0
bench_btree,bench_btree_lookup,4096,10485760,120,1,1,320,9170,0,0
bench_btree,bench_btree_lookup,512,10485760,118,1,1,2560,3176,0,0
bench_btree,bench_btree_lookup,4096,10485760,125,1,1,320,10081,0,0
bench_btree,bench_btree_lookup,16384,10485760,122,1,1,80,15930,0,0
bench_btree,bench_btree_lookup,512,10485760,127,1,1,2560,3675,0,0
bench_btree,bench_btree_lookup,512,10485760,125,1,1,2560,2890,0,0
bench_btree,bench_btree_lookup,16384,10485760,121,1,1,80,25486,0,0
bench_btree,bench_btree_lookup,4096,10485760,122,1,1,320,9554,0,0
bench_btree,bench_btree_lookup,4096,10485760,131,1,1,320,10851,0,0
bench_btree,bench_btree_lookup,16384,10485760,107,1,1,80,18687,0,0
